SequenceName	ClusterNumber
169	-1
110	1
114	1
113	1
112	1
108	1
111	1
107	1
109	1
115	1
117	1
116	1
120	2
119	2
121	2
1	3
0	3
187	4
151	4
238	4
150	4
191	4
146	4
147	4
186	4
189	4
154	4
209	4
211	4
188	4
190	4
155	4
153	4
163	5
195	5
196	5
232	5
184	5
126	5
125	5
124	5
193	-1
243	-1
239	-1
240	6
237	6
236	6
235	6
207	7
192	7
16	-1
79	-1
210	8
234	8
208	-1
81	9
80	9
249	10
250	10
248	10
185	10
251	10
227	-1
87	11
89	11
92	11
91	11
97	11
95	11
86	11
94	11
101	11
90	11
88	11
98	11
100	11
93	11
96	11
223	12
233	12
75	12
118	12
18	-1
17	13
174	13
176	13
177	13
179	13
220	13
181	13
175	13
180	13
172	13
173	13
182	13
178	13
183	13
145	14
149	14
76	14
74	14
206	14
204	14
72	14
71	14
148	14
73	14
217	14
38	14
84	15
82	15
83	15
85	15
78	-1
161	16
162	16
160	16
225	16
19	17
15	17
21	17
224	17
37	-1
77	18
141	18
140	18
144	18
143	18
142	18
139	19
137	19
138	19
194	19
168	19
65	20
69	20
67	20
66	20
70	20
64	20
63	20
59	20
68	20
60	20
48	20
57	20
61	20
46	20
202	20
42	20
45	20
54	20
198	20
56	20
49	20
62	20
58	20
47	20
55	20
53	20
52	20
43	20
51	20
50	20
164	20
44	20
133	21
134	21
135	21
136	21
244	22
245	22
242	22
246	22
241	22
203	-1
20	23
99	23
166	23
165	23
226	24
131	24
132	24
130	24
129	24
127	24
128	24
197	-1
247	25
252	25
122	26
218	26
41	27
3	27
13	27
6	27
4	27
5	27
219	-1
2	28
8	28
11	28
171	28
12	28
31	28
26	28
22	28
24	28
29	28
27	28
167	28
28	28
23	28
30	28
205	-1
40	29
7	29
152	29
170	-1
103	-1
229	30
228	30
104	31
102	31
105	31
106	31
123	-1
157	32
158	32
156	32
159	32
10	33
9	33
33	34
32	34
231	-1
200	35
199	35
201	35
35	36
36	36
230	37
34	37
215	38
221	38
214	38
216	38
213	38
212	38
25	39
39	39
222	40
14	40
