SequenceName	ClusterNumber
169	1
110	1
114	1
113	1
112	1
108	1
111	1
107	1
109	1
115	1
117	1
116	1
193	2
243	2
120	2
1	2
0	2
119	2
121	2
187	2
151	2
163	2
195	2
196	2
238	2
150	2
232	2
184	2
126	2
191	2
146	2
147	2
186	2
189	2
125	2
124	2
154	2
209	2
211	2
188	2
190	2
155	2
153	2
37	3
249	3
227	3
250	3
208	3
248	3
81	3
185	3
251	3
80	3
79	3
210	3
234	3
145	4
149	4
84	4
18	4
76	4
82	4
17	4
83	4
85	4
87	4
89	4
223	4
233	4
75	4
118	4
74	4
206	4
174	4
176	4
92	4
91	4
204	4
72	4
71	4
177	4
97	4
95	4
86	4
148	4
179	4
220	4
181	4
175	4
94	4
73	4
180	4
172	4
173	4
101	4
217	4
38	4
182	4
178	4
183	4
90	4
88	4
98	4
100	4
93	4
96	4
77	5
244	5
141	5
139	5
137	5
138	5
245	5
133	5
140	5
194	5
168	5
242	5
134	5
144	5
246	5
241	5
65	5
69	5
67	5
66	5
70	5
135	5
136	5
143	5
142	5
64	5
63	5
59	5
68	5
60	5
48	5
57	5
61	5
46	5
202	5
42	5
45	5
54	5
198	5
56	5
49	5
62	5
58	5
47	5
55	5
53	5
52	5
43	5
51	5
50	5
164	5
44	5
203	6
226	6
131	6
132	6
20	6
99	6
130	6
129	6
127	6
128	6
166	6
165	6
39	7
78	7
207	7
192	7
16	7
19	7
15	7
21	7
224	7
161	7
239	7
162	7
240	7
160	7
225	7
237	7
236	7
235	7
197	8
247	8
252	8
215	9
221	9
214	9
216	9
213	9
212	9
25	10
35	10
36	10
230	10
34	10
231	10
33	10
32	10
200	10
199	10
201	10
219	10
205	10
10	10
9	10
123	10
40	10
2	10
7	10
152	10
122	10
218	10
157	10
158	10
156	10
159	10
170	10
103	10
41	10
3	10
13	10
8	10
229	10
228	10
104	10
6	10
11	10
171	10
12	10
31	10
102	10
4	10
5	10
26	10
22	10
105	10
106	10
24	10
29	10
27	10
167	10
28	10
23	10
30	10
222	11
14	11
