SequenceName	ClusterNumber
108	1
109	1
115	1
117	1
116	1
111	2
107	2
169	-1
110	3
114	3
113	3
112	3
120	4
119	4
121	4
1	5
0	5
193	-1
232	6
184	6
126	7
125	7
124	7
163	-1
195	8
196	8
187	9
151	9
238	9
150	9
191	9
146	9
147	9
186	9
189	9
154	9
209	9
211	9
188	9
190	9
155	9
153	9
243	-1
221	-1
213	10
212	10
215	11
214	11
216	11
207	-1
192	-1
237	-1
236	12
235	12
239	-1
240	-1
16	-1
21	-1
224	-1
19	13
15	13
249	-1
250	14
248	14
185	14
251	14
79	-1
210	15
234	15
81	-1
80	-1
208	-1
227	-1
37	-1
223	-1
233	-1
87	16
89	16
92	16
91	16
97	16
95	16
86	16
94	16
101	16
90	16
88	16
98	16
100	16
93	16
96	16
75	17
118	17
74	-1
206	-1
73	-1
217	18
38	18
145	-1
149	19
76	19
204	19
72	19
71	19
148	19
82	-1
83	20
85	20
84	-1
174	21
177	21
179	21
220	21
176	22
181	22
175	22
180	22
172	22
173	22
182	22
178	22
183	22
18	-1
17	-1
161	-1
162	23
160	23
225	23
78	-1
144	-1
143	24
142	24
77	-1
141	25
140	25
139	26
194	26
168	26
137	27
138	27
65	28
64	28
48	28
57	28
45	28
54	28
198	28
62	28
55	28
51	28
50	28
63	29
59	29
68	29
60	29
61	29
46	29
202	29
42	29
56	29
49	29
58	29
47	29
53	29
52	29
43	29
164	29
44	29
133	-1
134	30
135	30
136	30
69	31
67	31
66	31
70	31
244	32
245	32
242	32
246	32
241	32
226	-1
130	33
129	33
127	33
128	33
20	-1
99	34
166	34
165	34
203	-1
131	35
132	35
247	-1
252	-1
197	-1
39	-1
230	-1
34	-1
3	-1
13	-1
122	36
218	36
41	37
6	37
4	37
5	37
26	38
24	38
29	38
22	39
27	39
167	39
28	39
23	39
30	39
12	-1
31	-1
8	40
11	40
171	40
219	-1
2	-1
7	-1
152	-1
205	-1
40	-1
157	41
158	41
156	42
159	42
170	-1
103	-1
104	-1
102	43
105	43
106	43
229	44
228	44
123	-1
10	45
9	45
33	-1
32	-1
231	-1
200	46
199	46
201	46
35	47
36	47
25	-1
222	-1
14	-1
