SequenceName	ClusterNumber
369	1
366	1
364	1
368	1
365	1
288	1
380	1
237	1
256	1
241	1
234	1
235	1
236	1
233	1
290	1
388	2
85	2
167	2
78	2
27	2
99	2
59	2
58	2
131	2
130	2
16	2
35	2
56	2
75	2
83	2
72	2
55	2
7	2
4	2
26	2
38	2
142	2
66	2
42	2
93	2
32	2
95	2
33	2
49	2
74	2
108	2
177	2
57	2
43	2
0	2
3	2
25	2
17	2
28	2
84	2
91	2
90	2
127	2
121	2
125	2
100	2
73	2
76	2
54	2
113	2
179	2
9	2
13	2
98	2
70	2
68	2
147	2
149	2
36	2
87	2
64	2
46	2
41	2
39	2
1	2
23	2
77	2
47	2
52	2
82	2
107	2
110	2
94	2
86	2
109	2
180	2
62	2
71	2
146	2
178	2
141	2
6	2
14	2
29	2
409	2
181	2
139	2
145	2
63	2
128	2
122	2
79	2
117	2
115	2
134	2
97	2
133	2
21	2
105	2
118	2
22	2
61	2
67	2
8	2
44	2
48	2
65	2
40	2
30	2
143	2
51	2
53	2
34	2
45	2
60	2
37	2
129	2
81	2
88	2
89	2
176	2
50	2
5	2
2	2
101	2
80	2
120	2
96	2
102	2
119	2
20	2
92	2
111	2
124	2
116	2
136	2
163	2
15	2
31	2
140	2
150	2
151	2
152	2
114	2
106	2
126	2
123	2
166	2
164	2
171	2
161	2
19	2
18	2
11	2
12	2
138	2
137	2
10	2
69	2
103	2
104	2
24	2
112	2
174	2
170	2
168	2
148	2
156	2
158	2
153	2
157	2
155	2
169	2
159	2
162	2
160	2
165	2
144	2
135	2
175	2
173	2
154	2
172	2
249	3
185	3
282	3
332	3
381	3
253	3
396	3
266	3
262	3
242	3
352	3
240	3
224	3
343	3
260	3
316	3
327	3
313	3
384	3
355	3
354	3
350	3
374	3
326	3
274	3
229	3
220	3
300	3
317	3
221	3
378	3
187	3
272	3
205	3
351	3
210	3
321	3
238	3
211	3
263	3
376	3
280	3
301	3
382	3
287	3
331	3
299	3
314	3
309	3
322	3
227	3
247	3
336	3
244	3
379	3
310	3
203	3
389	3
334	3
186	3
257	3
298	3
344	3
408	3
311	3
407	3
296	3
291	3
359	3
312	3
268	3
259	3
292	3
400	3
202	3
348	3
265	3
307	3
230	3
356	3
286	3
275	3
231	3
132	3
190	3
330	3
303	3
373	3
273	3
251	3
228	3
216	3
328	3
338	3
324	3
375	3
315	3
358	3
353	3
294	3
295	3
386	3
394	3
252	3
207	3
337	3
297	3
391	3
248	3
226	3
213	3
281	3
329	3
387	3
194	3
325	3
339	3
223	3
357	3
283	3
191	3
349	3
284	3
305	3
189	3
398	3
195	3
258	3
304	3
204	3
279	3
402	3
239	3
199	3
333	3
308	3
219	3
261	3
404	3
271	3
385	3
225	3
320	3
188	3
183	3
347	3
367	3
392	3
397	3
345	3
371	3
254	3
370	3
245	3
285	3
198	3
306	3
255	3
217	3
403	3
270	3
335	3
246	3
277	3
250	3
289	3
267	3
362	3
342	3
269	3
377	3
393	3
372	3
278	3
193	3
383	3
208	3
192	3
215	3
197	3
293	3
302	3
346	3
361	3
218	3
196	3
405	3
406	3
200	3
323	3
395	3
184	3
209	3
360	3
363	3
206	3
201	3
182	3
214	3
222	3
401	3
243	3
232	3
399	3
212	3
276	3
341	3
340	3
318	3
390	3
264	3
319	3
