SequenceName	ClusterNumber
29	-1
409	-1
72	1
55	1
108	1
177	1
70	1
68	1
146	1
8	1
44	1
48	1
65	1
176	1
136	1
163	1
166	1
164	1
171	1
161	1
174	1
170	1
168	1
148	1
156	1
158	1
153	1
157	1
155	1
169	1
159	1
162	1
160	1
165	1
144	1
135	1
175	1
173	1
154	1
172	1
57	2
147	2
149	2
36	2
87	2
64	2
46	2
178	2
141	2
6	2
14	2
181	2
139	2
145	2
63	2
40	2
30	2
143	2
51	2
53	2
34	2
45	2
60	2
50	2
5	2
2	2
15	2
31	2
140	2
150	2
151	2
152	2
19	2
18	2
11	2
12	2
138	2
137	2
10	2
69	2
78	3
99	3
59	3
58	3
35	3
56	3
75	3
83	3
42	3
93	3
32	3
95	3
33	3
49	3
74	3
84	3
91	3
90	3
127	3
121	3
125	3
100	3
73	3
76	3
54	3
113	3
179	3
9	3
13	3
98	3
77	3
47	3
52	3
82	3
107	3
110	3
94	3
86	3
109	3
180	3
62	3
71	3
128	3
122	3
79	3
117	3
115	3
134	3
97	3
133	3
21	3
105	3
118	3
22	3
61	3
67	3
37	3
129	3
81	3
88	3
89	3
101	3
80	3
120	3
96	3
102	3
119	3
20	3
92	3
111	3
124	3
116	3
114	3
106	3
126	3
123	3
103	3
104	3
24	3
112	3
27	4
131	4
130	4
16	4
7	4
4	4
26	4
38	4
142	4
66	4
43	4
0	4
3	4
25	4
17	4
28	4
41	4
39	4
1	4
23	4
251	-1
371	5
255	5
385	5
301	5
349	5
376	5
289	5
313	5
323	5
326	5
285	5
381	5
359	5
254	5
358	5
357	5
355	5
183	5
387	5
275	5
330	5
356	5
348	5
197	5
280	5
352	5
291	5
209	5
267	5
347	5
390	5
303	5
377	5
363	5
333	5
295	5
297	5
238	5
239	5
314	5
204	5
270	5
343	5
402	5
334	5
353	5
322	5
351	5
306	5
311	5
325	5
244	5
328	5
230	5
232	5
229	5
354	5
221	5
213	5
346	5
327	5
388	5
261	5
248	5
403	5
395	5
350	5
361	5
398	5
292	5
201	5
369	5
281	5
362	5
378	5
245	5
258	5
367	5
272	5
187	5
286	5
366	5
364	5
368	5
365	5
288	5
85	5
167	5
227	5
320	5
340	5
342	5
302	5
296	5
308	5
374	5
373	5
278	5
279	5
132	5
287	5
380	5
329	5
294	5
277	5
259	5
257	5
260	5
282	5
284	5
198	5
237	5
300	5
252	5
194	5
200	5
243	5
345	5
298	5
317	5
266	5
273	5
263	5
309	5
307	5
319	5
202	5
274	5
184	5
185	5
256	5
249	5
293	5
336	5
220	5
224	5
393	5
331	5
338	5
324	5
262	5
383	5
310	5
318	5
207	5
195	5
401	5
394	5
250	5
223	5
190	5
241	5
205	5
339	5
271	5
186	5
269	5
208	5
247	5
214	5
203	5
276	5
370	5
304	5
216	5
253	5
379	5
206	5
226	5
225	5
231	5
360	5
211	5
332	5
384	5
264	5
389	5
341	5
344	5
234	5
235	5
236	5
400	5
337	5
397	5
335	5
268	5
316	5
386	5
404	5
196	5
233	5
290	5
215	5
228	5
299	5
321	5
391	5
212	5
199	5
218	5
246	5
240	5
217	5
191	5
222	5
405	5
219	5
372	5
375	5
188	5
315	5
312	5
242	5
210	5
399	5
182	5
193	5
283	5
305	5
265	5
396	5
392	5
192	5
382	5
189	5
406	6
408	6
407	6
