SequenceName	ClusterNumber
42	1
84	1
91	1
90	1
77	1
47	1
52	1
82	1
128	1
122	1
37	1
129	1
101	1
80	1
120	1
114	1
103	1
104	1
127	2
121	2
125	2
100	2
73	2
76	2
107	2
110	2
79	2
117	2
115	2
81	2
96	2
102	2
54	3
94	3
86	3
134	4
97	4
133	4
21	4
105	4
118	4
88	4
89	4
119	4
20	4
92	4
111	4
179	-1
180	5
62	5
93	6
32	6
95	6
33	6
113	7
109	7
22	7
124	7
116	7
106	7
126	7
123	7
24	7
112	7
72	-1
108	8
70	8
146	8
176	8
136	8
163	8
166	8
164	8
171	8
161	8
174	8
170	8
168	8
148	8
156	8
158	8
153	8
157	8
155	8
169	8
159	8
162	8
160	8
165	8
144	8
135	8
175	8
173	8
154	8
172	8
29	-1
409	-1
178	9
141	9
6	9
40	9
50	9
15	9
19	9
18	9
14	10
30	10
5	10
31	10
11	10
12	10
36	11
181	11
139	11
145	11
143	11
51	11
53	11
34	11
45	11
2	11
140	11
138	11
137	11
87	12
64	12
46	12
63	12
60	12
150	12
151	12
152	12
10	12
69	12
55	13
177	13
68	13
8	13
44	13
48	13
65	13
57	14
147	14
149	14
7	15
4	15
43	15
0	15
3	15
41	15
39	15
26	16
38	16
25	16
17	16
28	16
1	16
23	16
131	17
130	17
16	18
142	18
66	18
78	19
99	19
59	19
58	19
35	19
56	19
75	19
83	19
49	19
74	19
9	19
13	19
98	19
71	19
61	19
67	19
27	-1
369	20
366	20
364	20
368	20
365	20
288	20
380	20
237	20
256	20
241	20
234	20
235	20
236	20
233	20
290	20
388	21
85	21
167	21
251	-1
371	22
255	22
385	22
301	22
349	22
376	22
289	22
313	22
323	22
326	22
285	22
381	22
359	22
254	22
358	22
357	22
355	22
183	22
387	22
275	22
330	22
356	22
348	22
197	22
280	22
352	22
291	22
209	22
267	22
347	22
390	22
303	22
377	22
363	22
333	22
295	22
297	22
238	22
239	22
314	22
204	22
270	22
343	22
402	22
334	22
353	22
322	22
351	22
306	22
311	22
325	22
244	22
328	22
230	22
232	22
229	22
354	22
221	22
213	22
346	22
327	22
261	22
248	22
403	22
395	22
350	22
361	22
398	22
292	22
201	22
281	22
362	22
378	22
245	22
258	22
367	22
272	22
187	22
286	22
227	22
320	22
340	22
342	22
302	22
296	22
308	22
374	22
373	22
278	22
279	22
132	22
287	22
329	22
294	22
277	22
259	22
257	22
260	22
282	22
284	22
198	22
300	22
252	22
194	22
200	22
243	22
345	22
298	22
317	22
266	22
273	22
263	22
309	22
307	22
319	22
202	22
274	22
184	22
185	22
249	22
293	22
336	22
220	22
224	22
393	22
331	22
338	22
324	22
262	22
383	22
310	22
318	22
207	22
195	22
401	22
394	22
250	22
223	22
190	22
205	22
339	22
271	22
186	22
269	22
208	22
247	22
214	22
203	22
276	22
370	22
304	22
216	22
253	22
379	22
206	22
226	22
225	22
231	22
360	22
211	22
332	22
384	22
264	22
389	22
341	22
344	22
400	22
337	22
397	22
335	22
268	22
316	22
386	22
404	22
196	22
215	22
228	22
299	22
321	22
391	22
212	22
199	22
218	22
246	22
240	22
217	22
191	22
222	22
405	22
219	22
372	22
375	22
188	22
315	22
312	22
242	22
210	22
399	22
182	22
193	22
283	22
305	22
265	22
396	22
392	22
192	22
382	22
189	22
408	-1
407	-1
406	-1
