SequenceName	ClusterNumber
198	-1
163	1
164	1
239	-1
167	2
165	2
166	2
224	3
223	3
162	4
161	4
160	4
158	4
157	4
159	4
156	4
168	5
169	5
237	-1
222	6
221	6
226	6
220	6
216	-1
201	7
229	7
227	7
231	7
232	7
234	7
235	7
228	7
230	7
236	7
233	7
151	-1
153	8
155	8
152	8
154	8
150	8
238	-1
204	9
212	9
202	9
207	9
200	9
199	9
203	9
213	9
211	9
208	9
210	9
209	9
205	9
206	9
215	9
214	9
147	-1
146	10
149	10
148	10
129	10
145	10
133	10
135	10
134	10
130	10
131	10
132	10
140	10
139	10
137	10
142	10
136	10
144	10
141	10
138	10
143	10
194	11
193	11
192	12
177	12
190	12
187	12
185	12
181	13
189	13
186	13
188	13
219	14
218	14
171	14
176	14
179	14
217	14
174	15
178	15
182	15
173	15
172	15
180	15
175	15
191	-1
184	16
183	16
170	16
196	-1
197	17
195	17
225	-1
61	18
63	18
62	18
59	18
60	18
64	19
65	19
127	-1
121	20
123	20
122	20
126	-1
125	21
124	21
18	22
17	22
3	22
21	22
23	22
1	22
4	22
28	23
20	23
12	23
16	23
10	23
30	23
6	23
0	23
5	23
7	23
2	23
9	23
14	23
13	23
8	23
24	23
26	23
19	23
15	23
11	23
22	23
27	23
32	-1
25	-1
39	-1
34	24
33	24
37	-1
31	25
58	25
49	25
50	25
51	25
53	25
40	25
56	25
29	25
55	25
38	25
46	25
45	25
48	25
47	25
44	25
43	25
52	25
36	25
57	25
54	25
41	25
128	-1
35	26
42	26
88	27
91	27
78	27
90	27
86	27
89	27
87	27
74	27
68	27
73	27
85	27
70	27
71	28
80	28
82	28
69	28
83	28
118	28
77	28
84	28
113	28
111	28
109	28
120	28
108	28
117	28
112	28
110	28
114	28
116	28
115	28
99	29
102	29
119	29
104	29
101	29
107	29
66	29
105	29
96	29
95	29
100	29
97	29
103	29
94	29
106	29
67	30
72	30
81	30
75	30
98	31
93	31
92	31
79	32
76	32
