SequenceName	ClusterNumber
168	1
169	1
239	2
167	2
165	2
166	2
237	3
224	3
223	3
162	3
161	3
160	3
158	3
157	3
159	3
156	3
222	4
221	4
226	4
220	4
204	5
216	5
201	5
212	5
202	5
229	5
207	5
200	5
227	5
199	5
203	5
231	5
213	5
211	5
232	5
208	5
234	5
210	5
209	5
205	5
206	5
215	5
214	5
235	5
228	5
230	5
236	5
233	5
238	6
151	6
153	6
155	6
152	6
154	6
150	6
194	7
193	7
147	8
146	8
149	8
148	8
129	8
145	8
133	8
135	8
134	8
130	8
131	8
132	8
140	8
139	8
137	8
142	8
136	8
144	8
141	8
138	8
143	8
225	9
191	9
192	9
181	9
184	9
183	9
170	9
189	9
177	9
190	9
187	9
185	9
186	9
188	9
174	9
219	9
218	9
178	9
171	9
176	9
179	9
217	9
182	9
173	9
172	9
180	9
175	9
196	10
197	10
195	10
125	11
124	11
126	12
127	12
121	12
123	12
122	12
32	13
25	13
64	13
65	13
18	13
61	13
63	13
62	13
17	13
28	13
20	13
12	13
59	13
60	13
16	13
3	13
21	13
23	13
1	13
4	13
10	13
30	13
6	13
0	13
5	13
7	13
2	13
9	13
14	13
13	13
8	13
24	13
26	13
19	13
15	13
11	13
22	13
27	13
37	14
39	14
31	14
34	14
33	14
58	14
49	14
50	14
51	14
53	14
40	14
56	14
29	14
55	14
38	14
46	14
45	14
48	14
47	14
44	14
43	14
52	14
36	14
57	14
54	14
41	14
35	15
42	15
128	-1
198	16
163	16
164	16
98	17
93	17
92	17
67	17
99	17
102	17
119	17
104	17
101	17
72	17
107	17
66	17
105	17
81	17
75	17
71	17
88	17
91	17
96	17
95	17
100	17
78	17
90	17
80	17
82	17
97	17
86	17
89	17
69	17
83	17
103	17
87	17
74	17
118	17
77	17
84	17
94	17
106	17
68	17
73	17
85	17
70	17
113	17
111	17
109	17
120	17
108	17
117	17
112	17
110	17
114	17
116	17
115	17
76	18
79	18
