SequenceName	ClusterNumber
198	-1
163	1
164	1
239	-1
167	2
165	2
166	2
168	3
169	3
224	4
223	4
162	4
161	4
160	4
158	4
157	4
159	4
156	4
237	-1
222	5
221	5
226	5
220	5
204	6
212	6
202	6
207	6
200	6
199	6
203	6
213	6
211	6
208	6
210	6
209	6
205	6
206	6
215	6
214	6
216	7
201	7
229	7
227	7
231	7
232	7
234	7
235	7
228	7
230	7
236	7
233	7
238	-1
151	8
153	8
155	8
152	8
154	8
150	8
194	9
193	9
147	10
146	10
149	10
148	10
129	10
145	10
133	10
135	10
134	10
130	10
131	10
132	10
140	10
139	10
137	10
142	10
136	10
144	10
141	10
138	10
143	10
225	-1
191	11
192	11
181	11
184	11
183	11
170	11
189	11
177	11
190	11
187	11
185	11
186	11
188	11
174	11
219	11
218	11
178	11
171	11
176	11
179	11
217	11
182	11
173	11
172	11
180	11
175	11
196	12
197	12
195	12
25	-1
64	13
65	13
61	13
63	13
62	13
59	13
60	13
126	-1
127	14
121	14
123	14
122	14
125	15
124	15
18	16
17	16
28	16
20	16
12	16
16	16
3	16
21	16
23	16
1	16
4	16
10	16
30	16
6	16
0	16
5	16
7	16
2	16
9	16
14	16
13	16
8	16
24	16
26	16
19	16
15	16
11	16
22	16
27	16
39	17
34	17
33	17
31	18
58	18
49	18
50	18
51	18
53	18
40	18
56	18
29	18
55	18
38	18
46	18
45	18
48	18
47	18
44	18
43	18
52	18
36	18
57	18
54	18
41	18
128	-1
32	19
37	19
99	20
102	20
119	20
104	20
101	20
107	20
66	20
105	20
96	20
95	20
100	20
97	20
103	20
94	20
106	20
67	21
72	21
81	21
75	21
71	21
88	21
91	21
78	21
90	21
80	21
82	21
86	21
89	21
69	21
83	21
87	21
74	21
118	21
77	21
84	21
68	21
73	21
85	21
70	21
113	21
111	21
109	21
120	21
108	21
117	21
112	21
110	21
114	21
116	21
115	21
35	22
42	22
98	23
93	23
92	23
79	24
76	24
