SequenceName	ClusterNumber
1528	1
1705	1
1568	1
1711	1
1540	1
1702	1
1567	1
1564	1
1534	1
1526	1
1706	1
1708	1
1914	1
1569	1
1536	1
1524	1
1525	1
1531	1
1537	1
1718	1
1570	1
1566	1
1565	1
1533	1
1532	1
1530	1
1523	1
1538	1
1527	1
1529	1
1539	1
1535	1
1578	2
1579	2
1291	2
1305	2
1300	2
1306	2
1297	2
1296	2
1292	2
1301	2
1304	2
1293	2
1295	2
1298	2
1294	2
1303	2
1299	2
1302	2
1493	3
1494	3
1495	3
1519	3
1719	3
1505	3
1649	3
1660	3
1503	3
1504	3
1653	3
1651	3
1511	3
1654	3
1648	3
1703	4
1698	4
1652	4
1713	4
1904	4
1510	4
1522	4
1921	4
1925	4
1518	4
1520	4
1515	4
1521	4
1508	4
1497	4
1492	4
1509	4
1513	4
1517	4
1491	4
1512	4
1516	4
1502	4
1501	4
1507	4
1506	4
1500	4
1499	4
1498	4
1592	5
1551	5
1277	5
1279	5
1276	5
1278	5
1624	6
1617	6
1514	6
1496	6
1650	6
1900	7
1894	7
1899	7
1889	7
1901	7
1898	7
1895	7
1893	7
1897	7
1902	7
1896	7
1845	8
1851	8
1813	8
1843	8
1866	8
1846	8
1863	8
1854	8
1753	8
1751	8
1849	8
1869	8
1792	8
1868	8
1850	8
1848	8
1865	8
1862	8
1864	8
1859	8
1892	8
1860	8
1861	8
1844	8
1806	8
1903	9
1842	9
1749	9
1755	9
1784	9
1790	9
1794	9
1747	9
1800	9
1821	9
1816	9
1805	9
1807	9
1795	9
1930	9
1822	9
1855	9
1820	9
1811	9
1814	9
1779	9
1762	9
1797	9
1815	9
1817	9
1823	9
1872	9
1759	9
1778	9
1819	9
1752	9
1750	9
1764	9
1771	9
1783	9
1786	9
1785	9
1818	9
1812	9
1776	9
1772	9
1769	9
1748	9
1770	9
1766	9
1782	9
1765	9
1754	9
1746	9
1757	9
1781	9
1763	9
1756	9
1745	9
1774	9
1758	9
1761	9
1931	9
1929	9
1796	9
1775	9
1768	9
1767	9
1920	9
1871	9
1760	9
1853	9
1788	9
1808	9
1793	9
1789	9
1810	9
1777	9
1791	9
1802	9
1799	9
1744	9
1773	9
1780	9
1787	9
1803	9
1809	9
1804	9
1801	9
1873	9
1880	9
1852	10
1887	10
1798	10
1847	10
1888	10
1891	10
1890	10
1709	-1
1699	11
1828	11
1829	11
1827	11
1830	11
1840	12
1839	12
1838	12
1837	12
1836	12
1927	12
1926	12
1834	12
1835	12
890	13
889	13
1710	14
1923	14
1542	14
1614	14
1368	14
1371	14
1372	14
1369	14
1375	14
1377	14
1374	14
1370	14
1364	14
1373	14
1365	14
1366	14
1376	14
1367	14
885	15
1281	15
470	16
420	16
859	16
787	16
683	16
474	16
1355	16
802	16
765	16
814	16
796	16
858	16
670	16
440	16
794	16
863	16
857	16
789	16
453	16
871	16
872	16
1186	16
430	16
423	16
795	16
793	16
448	16
457	16
1207	16
469	16
1550	16
455	16
870	16
869	16
1252	16
809	16
781	16
897	16
1343	16
625	16
1356	16
785	16
807	16
447	16
806	16
449	16
803	16
441	16
437	16
460	16
805	16
442	16
438	16
667	16
791	16
783	16
772	16
775	16
779	16
799	16
784	16
774	16
734	17
788	17
678	17
786	17
1348	17
675	17
674	17
681	17
769	17
760	17
738	17
682	17
771	17
673	17
680	17
679	17
753	17
778	17
757	17
1331	17
773	17
750	17
736	17
735	17
777	17
780	17
741	17
782	17
740	17
732	17
762	17
759	17
798	17
801	17
764	17
737	17
731	17
749	17
747	17
770	17
797	17
758	17
756	17
744	17
733	17
808	17
730	17
739	17
767	17
746	17
752	17
776	17
755	17
754	17
745	17
768	17
766	17
763	17
743	17
751	17
748	17
761	17
1328	17
1335	17
1323	17
1722	17
1334	17
1336	17
1338	17
1360	17
1272	17
1332	17
810	18
429	18
663	18
669	18
451	18
1340	18
458	18
454	18
463	18
472	18
475	18
668	18
812	18
473	18
862	18
476	18
446	18
860	18
861	18
811	18
813	18
742	18
1324	18
815	18
445	18
792	18
1337	18
444	18
790	18
816	18
685	18
892	18
893	18
466	18
468	18
800	18
677	18
456	18
684	18
817	18
1121	19
1120	19
421	19
1362	19
948	19
1273	19
1004	19
1003	19
1469	19
1274	19
690	19
548	19
549	19
1391	19
462	19
439	19
688	19
553	19
665	19
666	19
427	19
1330	19
686	19
1062	19
400	19
450	19
689	19
556	19
557	19
547	19
554	19
1225	19
465	19
425	19
414	19
405	19
407	19
434	19
1203	19
426	19
555	19
443	19
428	19
1329	19
1202	19
1422	19
1312	19
1613	19
1285	19
433	19
1079	19
929	19
930	19
928	19
697	19
691	19
550	19
1230	19
1339	19
452	19
435	19
1229	19
1201	19
1227	19
1380	19
1000	19
951	19
1833	19
459	19
676	19
417	19
432	19
436	19
932	19
931	19
696	19
1244	19
552	19
1236	19
1378	19
1325	19
1208	19
1001	19
418	19
687	19
698	19
693	19
558	19
551	19
1235	19
415	19
1068	19
1233	19
1231	19
401	19
694	19
1243	19
1070	19
408	19
412	19
692	19
1237	19
1238	19
1232	19
431	19
399	19
403	19
424	19
404	19
1069	19
695	19
1234	19
413	19
896	19
406	19
411	19
416	19
1357	19
1358	19
402	19
409	19
410	19
956	20
1352	20
1353	20
1351	20
1350	20
1658	20
1712	20
1657	20
1659	20
1396	20
1399	20
1401	20
1397	20
1400	20
1398	20
960	21
958	21
964	21
972	21
965	21
961	21
982	21
970	21
979	21
1284	21
985	21
969	21
971	21
984	21
1326	21
727	21
717	21
988	21
980	21
963	21
962	21
955	21
968	21
700	21
1309	21
974	21
989	21
978	21
959	21
975	21
986	21
976	21
967	21
722	21
711	21
611	21
946	21
701	21
709	21
723	21
724	21
977	21
710	21
703	21
720	21
708	21
981	21
973	21
704	21
707	21
713	21
705	21
715	21
714	21
659	21
716	21
699	21
712	21
873	21
721	21
706	21
945	21
702	21
719	21
1310	21
1349	21
726	21
718	21
725	21
1199	21
1200	21
952	21
950	21
1311	22
1267	22
957	22
1403	22
1402	22
966	22
987	22
983	22
990	22
994	22
992	22
368	22
1282	22
993	22
991	22
380	22
1210	22
1266	22
367	22
1222	22
600	23
571	23
635	23
639	23
638	23
595	23
582	23
649	23
647	23
653	23
1553	23
641	23
627	23
656	23
605	23
652	23
644	23
573	23
560	23
578	23
561	23
570	23
562	23
585	23
601	23
598	23
564	23
609	23
613	23
621	23
637	23
648	23
617	23
631	23
1333	23
596	23
568	23
563	23
608	23
602	23
576	23
610	23
616	23
599	23
579	23
606	23
612	23
577	23
651	23
1379	23
572	23
650	23
640	23
603	23
597	23
620	23
575	23
645	23
642	23
633	23
624	23
618	23
632	23
655	23
614	23
565	23
643	23
591	23
1119	23
622	23
1290	23
646	23
581	23
628	23
583	23
636	23
623	23
629	23
634	23
604	23
580	23
1216	23
584	23
626	23
630	23
615	23
1008	23
607	23
619	23
559	23
654	23
1287	23
592	23
569	23
594	23
658	23
586	23
574	23
566	23
657	23
1009	23
1245	23
587	23
1354	23
567	23
589	23
144	24
131	24
154	24
191	24
123	24
98	24
170	24
1217	24
106	24
140	24
110	24
109	24
1220	24
1219	24
167	24
108	24
1262	24
130	24
157	24
141	24
195	24
529	24
112	24
117	24
1466	24
1467	24
102	24
1194	24
1488	24
1593	24
132	24
532	24
1190	24
1191	24
1192	24
1189	24
1195	24
1193	24
183	25
1694	25
1221	25
190	25
1308	25
1307	25
151	26
121	26
166	26
136	26
171	26
159	26
76	26
180	26
137	26
926	26
162	26
147	26
153	27
158	27
1071	27
200	27
126	27
996	27
127	27
530	27
172	27
194	27
185	27
197	27
186	27
1559	27
133	27
247	28
173	28
72	28
31	28
81	28
192	28
163	28
176	28
97	28
29	28
80	28
1184	28
92	28
1183	28
242	28
93	28
143	28
178	28
850	28
1241	28
13	28
160	28
124	28
56	28
63	29
1197	29
105	29
164	29
139	29
142	29
150	29
165	29
148	29
934	29
187	29
177	29
179	29
1714	29
122	29
1074	29
113	29
134	29
120	29
116	29
149	29
161	29
182	29
533	29
128	29
1218	29
1012	29
174	29
199	29
935	29
1228	29
41	30
1011	30
895	30
36	30
118	30
1	30
96	30
198	30
22	30
91	30
729	30
71	30
75	30
51	30
70	30
69	30
6	30
54	30
923	30
868	30
156	30
38	30
85	30
49	30
1063	30
855	30
94	30
119	30
53	30
103	30
16	30
1010	30
104	30
26	30
74	30
43	30
79	30
848	30
867	30
728	30
52	30
546	30
240	30
239	30
83	30
59	30
62	30
55	30
138	31
42	31
188	31
152	31
129	31
48	31
228	31
73	31
86	31
849	31
50	31
46	31
67	31
218	31
924	31
114	31
145	31
107	31
61	31
125	31
1007	31
175	31
1078	31
27	31
115	31
135	31
47	31
23	31
40	31
111	31
925	31
672	31
231	31
227	31
234	31
146	31
78	31
212	31
236	31
235	31
237	31
181	31
39	31
671	31
221	31
77	31
1223	31
1211	31
89	31
169	31
82	31
193	31
238	31
88	31
316	32
255	32
307	32
317	32
348	32
311	32
310	32
305	32
294	32
953	32
263	32
334	32
322	32
350	32
346	32
319	32
340	32
321	32
344	32
335	32
308	32
349	32
341	32
339	32
337	32
275	32
333	32
289	32
351	32
303	32
338	32
265	32
330	32
304	32
342	32
345	32
347	32
281	32
332	32
252	32
300	32
320	32
268	32
269	32
276	32
291	32
273	32
296	32
1073	32
312	32
262	32
306	32
267	32
314	32
253	32
266	32
264	32
251	32
272	32
261	32
270	32
937	32
257	32
279	32
282	32
315	32
299	32
286	32
274	32
302	32
280	32
283	32
258	32
295	32
309	32
287	32
293	32
900	32
278	32
284	32
285	32
327	33
894	33
328	33
329	33
323	33
995	33
343	33
324	33
