SequenceName	ClusterNumber
463	1
441	1
354	1
363	1
368	1
442	1
601	1
367	1
369	1
365	1
303	1
357	1
358	1
366	1
605	1
356	1
362	1
608	1
302	1
648	1
300	1
600	1
684	1
610	1
598	1
602	1
599	1
606	1
630	1
603	1
436	1
611	1
607	1
435	1
437	1
440	1
438	1
439	1
290	1
298	1
293	1
299	1
292	1
693	1
291	1
294	1
296	1
301	1
297	1
295	1
637	2
464	2
462	2
289	-1
604	3
609	3
361	3
364	3
355	3
359	3
360	3
673	-1
680	4
679	4
676	4
672	4
677	4
674	4
675	4
678	4
449	-1
450	5
455	5
458	5
459	5
452	5
454	5
456	5
457	5
451	5
703	6
704	6
453	-1
698	-1
695	7
696	7
702	7
700	7
699	7
665	-1
697	8
701	8
633	9
692	9
691	9
625	9
632	9
626	9
634	9
624	9
627	9
469	10
649	10
658	11
655	11
661	11
651	11
663	11
659	11
654	11
660	11
662	11
657	11
652	11
656	11
653	11
548	12
422	12
421	12
420	12
424	12
418	12
549	12
550	12
417	12
423	12
419	12
77	13
667	13
668	13
595	14
588	14
589	14
590	14
586	14
592	14
591	14
593	14
594	14
596	14
587	14
153	15
156	15
155	15
151	15
152	15
154	15
150	15
468	-1
351	16
350	16
279	-1
277	17
254	17
280	17
278	17
433	17
282	17
283	17
281	17
620	17
276	17
688	-1
184	18
186	18
183	18
69	18
182	18
185	18
613	19
205	19
204	19
203	19
198	19
213	19
212	19
194	19
190	19
210	19
199	19
197	19
208	19
191	19
202	19
192	19
193	19
206	19
207	19
209	19
215	19
216	19
217	19
188	19
187	19
200	19
201	19
552	19
195	19
211	19
196	19
636	20
189	20
621	-1
629	21
664	21
214	21
470	21
393	21
394	21
465	22
399	22
398	22
72	22
686	22
266	22
263	22
260	22
268	22
265	22
267	22
264	22
262	22
261	22
181	23
176	23
259	23
256	23
258	23
177	23
178	23
175	23
257	23
585	23
179	23
180	23
382	24
70	24
385	24
391	24
390	24
71	24
392	24
553	24
373	25
372	25
379	25
375	25
374	25
371	25
383	25
376	25
381	25
389	25
380	25
378	25
386	25
387	25
384	25
377	25
370	25
467	-1
388	-1
68	26
431	26
683	27
272	27
547	-1
689	28
448	28
518	28
517	28
161	29
87	29
236	29
227	29
129	29
127	29
243	29
228	29
241	29
89	29
231	29
114	29
120	29
160	29
125	29
113	29
132	29
98	29
101	29
104	29
97	29
121	29
123	29
86	29
118	29
100	29
131	29
157	29
108	29
103	29
460	29
116	29
106	29
137	29
111	29
122	29
159	29
124	29
93	29
109	29
167	29
105	29
128	29
139	29
95	29
99	29
94	29
400	29
158	29
136	29
138	29
126	29
110	29
119	29
96	29
115	29
112	29
102	29
401	29
117	29
134	29
130	29
107	29
135	29
133	29
224	30
245	30
222	30
219	30
244	30
220	30
230	30
249	30
250	30
162	30
223	30
225	30
234	30
246	30
229	30
238	30
248	30
221	30
239	30
237	30
232	30
233	30
242	30
218	30
240	30
235	30
226	30
247	30
149	31
141	31
88	31
64	31
60	31
67	31
142	31
173	31
62	31
146	31
164	31
163	31
92	31
91	31
144	31
140	31
63	31
172	31
145	31
90	31
61	31
170	31
171	31
143	31
147	31
251	32
349	32
83	32
461	33
84	33
65	33
59	33
169	34
168	34
166	34
165	34
551	-1
85	35
66	35
148	35
338	-1
322	36
310	36
317	36
311	36
318	36
337	36
304	36
319	36
341	36
315	36
327	36
321	36
329	36
305	36
307	36
334	36
325	36
328	36
314	36
313	36
308	36
320	36
316	36
669	36
330	36
323	36
546	-1
339	37
347	37
332	37
346	37
342	37
345	37
331	37
340	37
326	37
336	37
324	37
344	37
348	37
333	37
309	37
306	37
343	37
312	37
335	37
471	38
472	38
474	38
502	39
545	39
524	39
523	39
526	39
537	39
525	39
539	39
534	39
527	39
540	39
542	39
544	39
481	39
492	39
482	39
487	39
533	39
541	39
491	39
493	39
536	39
538	39
490	39
483	39
529	39
496	39
543	39
535	39
501	39
484	39
530	39
531	39
528	39
494	39
532	39
434	-1
81	40
82	40
80	40
415	-1
685	-1
486	41
485	41
510	41
515	41
506	41
514	41
497	41
495	41
511	41
488	41
498	41
512	41
513	41
508	41
475	41
509	41
476	41
478	41
479	41
500	41
503	41
507	41
504	41
477	41
499	41
480	41
473	41
505	41
489	41
288	42
614	42
274	-1
285	43
286	43
284	43
411	43
407	43
670	43
406	43
403	43
413	43
409	43
405	43
412	43
414	43
410	43
404	43
408	43
270	44
397	44
255	45
522	45
443	46
445	46
446	46
444	46
618	46
396	46
705	46
395	46
617	47
520	47
287	47
582	48
432	48
447	48
74	49
75	49
681	49
430	50
428	50
619	50
429	50
57	51
56	51
55	51
51	51
671	-1
353	52
174	52
275	52
76	-1
42	53
46	53
58	-1
273	54
52	54
53	54
54	54
50	54
48	54
49	54
10	55
4	55
25	55
29	55
23	55
27	55
3	55
11	55
6	55
28	55
7	55
19	55
36	55
2	55
26	55
24	55
18	55
17	56
21	56
22	56
16	56
41	56
30	56
0	56
1	56
12	56
34	56
20	56
5	56
13	56
35	56
31	56
40	-1
73	-1
682	-1
