SequenceName	ClusterNumber
665	-1
697	1
701	1
698	1
695	1
696	1
702	1
700	1
699	1
658	2
655	2
469	2
649	2
661	2
633	2
692	2
651	2
663	2
659	2
654	2
691	2
625	2
632	2
660	2
662	2
657	2
652	2
656	2
653	2
626	2
634	2
624	2
627	2
548	3
77	3
667	3
668	3
422	3
421	3
420	3
424	3
418	3
549	3
550	3
417	3
423	3
419	3
468	4
351	4
350	4
595	4
153	4
156	4
588	4
155	4
151	4
152	4
589	4
590	4
586	4
154	4
150	4
592	4
591	4
593	4
594	4
596	4
587	4
688	5
279	5
184	5
277	5
186	5
183	5
69	5
254	5
280	5
278	5
433	5
182	5
185	5
282	5
283	5
281	5
620	5
276	5
465	6
181	6
399	6
176	6
398	6
72	6
686	6
259	6
256	6
258	6
177	6
178	6
175	6
257	6
585	6
266	6
263	6
179	6
180	6
260	6
268	6
265	6
267	6
264	6
262	6
261	6
467	7
443	7
445	7
446	7
388	7
444	7
618	7
373	7
396	7
382	7
70	7
705	7
395	7
385	7
391	7
390	7
372	7
71	7
379	7
375	7
374	7
371	7
392	7
553	7
383	7
376	7
381	7
389	7
380	7
378	7
386	7
387	7
384	7
377	7
370	7
270	8
547	8
689	8
448	8
518	8
517	8
68	8
431	8
683	8
272	8
397	9
551	9
251	9
85	9
66	9
148	9
149	9
141	9
88	9
64	9
349	9
83	9
461	9
169	9
60	9
84	9
168	9
224	9
65	9
59	9
166	9
165	9
161	9
87	9
236	9
227	9
245	9
222	9
219	9
244	9
67	9
142	9
173	9
129	9
127	9
243	9
228	9
241	9
220	9
62	9
146	9
164	9
163	9
92	9
91	9
89	9
231	9
230	9
249	9
250	9
144	9
140	9
63	9
172	9
145	9
90	9
114	9
162	9
61	9
170	9
171	9
120	9
160	9
125	9
113	9
132	9
98	9
101	9
104	9
97	9
223	9
225	9
234	9
246	9
229	9
238	9
143	9
147	9
121	9
123	9
86	9
118	9
248	9
221	9
239	9
237	9
100	9
131	9
157	9
108	9
103	9
460	9
232	9
233	9
242	9
218	9
240	9
235	9
226	9
247	9
116	9
106	9
137	9
111	9
122	9
159	9
124	9
93	9
109	9
167	9
105	9
128	9
139	9
95	9
99	9
94	9
400	9
158	9
136	9
138	9
126	9
110	9
119	9
96	9
115	9
112	9
102	9
401	9
117	9
134	9
130	9
107	9
135	9
133	9
537	10
525	10
534	10
527	10
542	10
481	10
492	10
533	10
541	10
491	10
493	10
536	10
538	10
490	10
483	10
529	10
496	10
543	10
535	10
501	10
484	10
530	10
531	10
528	10
494	10
532	10
546	11
339	11
347	11
332	11
346	11
342	11
345	11
331	11
340	11
338	11
326	11
336	11
322	11
324	11
344	11
348	11
310	11
317	11
333	11
309	11
306	11
311	11
343	11
318	11
312	11
335	11
337	11
304	11
319	11
341	11
315	11
327	11
321	11
329	11
305	11
307	11
334	11
325	11
328	11
314	11
313	11
308	11
320	11
316	11
669	11
330	11
323	11
486	12
485	12
510	12
515	12
506	12
514	12
497	12
495	12
511	12
488	12
498	12
512	12
513	12
508	12
471	12
502	12
475	12
509	12
476	12
472	12
474	12
545	12
478	12
479	12
500	12
503	12
507	12
504	12
524	12
523	12
477	12
499	12
480	12
526	12
473	12
539	12
505	12
489	12
540	12
544	12
482	12
487	12
288	13
614	13
415	13
685	13
434	13
81	13
82	13
80	13
57	14
430	14
428	14
619	14
429	14
56	14
55	14
51	14
54	15
671	15
353	15
174	15
275	15
39	16
43	16
425	16
79	16
47	17
45	17
682	17
44	17
40	17
73	17
58	18
273	18
76	18
42	18
46	18
52	18
53	18
50	18
48	18
49	18
466	19
14	19
33	19
38	19
15	19
10	19
9	19
17	19
37	19
4	19
25	19
21	19
22	19
16	19
41	19
8	19
32	19
29	19
23	19
30	19
0	19
1	19
27	19
3	19
11	19
6	19
12	19
34	19
28	19
7	19
19	19
36	19
20	19
5	19
13	19
2	19
26	19
24	19
18	19
35	19
31	19
578	20
560	20
622	20
580	20
573	20
570	20
562	20
571	20
574	20
581	20
565	20
575	20
564	20
567	20
566	20
557	20
561	20
577	20
572	20
623	20
569	20
556	20
579	20
563	20
555	20
576	20
568	20
559	20
558	20
554	20
615	21
616	21
597	21
416	21
584	21
583	21
516	22
74	22
582	22
75	22
681	22
432	22
447	22
617	22
520	22
287	22
255	22
522	22
274	22
285	22
286	22
284	22
411	22
407	22
670	22
406	22
403	22
413	22
409	22
405	22
412	22
414	22
410	22
404	22
408	22
402	23
78	23
694	23
521	23
269	23
252	23
253	23
690	23
635	23
703	24
704	24
453	24
449	24
450	24
455	24
458	24
459	24
452	24
454	24
456	24
457	24
451	24
621	25
352	25
629	25
271	25
631	25
664	25
214	25
470	25
393	25
394	25
613	25
636	25
189	25
205	25
204	25
203	25
198	25
213	25
212	25
194	25
190	25
210	25
199	25
197	25
208	25
191	25
202	25
192	25
193	25
206	25
207	25
209	25
215	25
216	25
217	25
188	25
187	25
200	25
201	25
552	25
195	25
211	25
196	25
612	26
289	26
637	26
604	26
609	26
464	26
462	26
361	26
364	26
355	26
463	26
441	26
359	26
360	26
354	26
363	26
368	26
442	26
601	26
367	26
369	26
365	26
303	26
357	26
358	26
366	26
605	26
356	26
362	26
608	26
302	26
648	26
300	26
600	26
684	26
610	26
598	26
602	26
599	26
606	26
630	26
603	26
436	26
611	26
607	26
435	26
437	26
440	26
438	26
439	26
290	26
298	26
293	26
299	26
292	26
693	26
291	26
294	26
296	26
301	26
297	26
295	26
628	27
673	27
426	27
427	27
680	27
679	27
676	27
672	27
677	27
674	27
675	27
678	27
666	28
639	28
640	28
638	28
641	28
519	28
646	28
647	28
643	28
644	28
687	28
650	28
642	28
645	28
