SequenceName	ClusterNumber
703	1
704	1
453	2
449	2
450	2
455	2
458	2
459	2
452	2
454	2
456	2
457	2
451	2
665	-1
697	3
701	3
698	3
695	3
696	3
702	3
700	3
699	3
658	4
655	4
661	4
651	4
663	4
659	4
654	4
660	4
662	4
657	4
652	4
656	4
653	4
469	5
649	5
633	5
692	5
691	5
625	5
632	5
626	5
634	5
624	5
627	5
548	6
422	6
421	6
420	6
424	6
418	6
549	6
550	6
417	6
423	6
419	6
77	7
667	7
668	7
688	-1
279	8
184	8
277	8
186	8
183	8
69	8
254	8
280	8
278	8
433	8
182	8
185	8
282	8
283	8
281	8
620	8
276	8
621	9
629	9
664	9
214	9
470	9
393	9
394	9
613	9
636	9
189	9
205	9
204	9
203	9
198	9
213	9
212	9
194	9
190	9
210	9
199	9
197	9
208	9
191	9
202	9
192	9
193	9
206	9
207	9
209	9
215	9
216	9
217	9
188	9
187	9
200	9
201	9
552	9
195	9
211	9
196	9
352	10
271	10
631	10
443	11
445	11
446	11
444	11
618	11
396	11
705	11
395	11
467	12
388	12
373	12
382	12
70	12
385	12
391	12
390	12
372	12
71	12
379	12
375	12
374	12
371	12
392	12
553	12
383	12
376	12
381	12
389	12
380	12
378	12
386	12
387	12
384	12
377	12
370	12
251	13
149	13
141	13
88	13
64	13
349	13
83	13
60	13
224	13
161	13
87	13
236	13
227	13
245	13
222	13
219	13
244	13
67	13
142	13
173	13
129	13
127	13
243	13
228	13
241	13
220	13
62	13
146	13
164	13
163	13
92	13
91	13
89	13
231	13
230	13
249	13
250	13
144	13
140	13
63	13
172	13
145	13
90	13
114	13
162	13
61	13
170	13
171	13
120	13
160	13
125	13
113	13
132	13
98	13
101	13
104	13
97	13
223	13
225	13
234	13
246	13
229	13
238	13
143	13
147	13
121	13
123	13
86	13
118	13
248	13
221	13
239	13
237	13
100	13
131	13
157	13
108	13
103	13
460	13
232	13
233	13
242	13
218	13
240	13
235	13
226	13
247	13
116	13
106	13
137	13
111	13
122	13
159	13
124	13
93	13
109	13
167	13
105	13
128	13
139	13
95	13
99	13
94	13
400	13
158	13
136	13
138	13
126	13
110	13
119	13
96	13
115	13
112	13
102	13
401	13
117	13
134	13
130	13
107	13
135	13
133	13
85	14
66	14
148	14
461	14
169	14
84	14
168	14
65	14
59	14
166	14
165	14
270	15
547	15
689	15
448	15
518	15
517	15
68	15
431	15
683	15
272	15
397	16
551	16
546	-1
339	17
347	17
332	17
346	17
342	17
345	17
331	17
340	17
338	17
326	17
336	17
322	17
324	17
344	17
348	17
