SequenceName	ClusterNumber
1486	-1
1487	-1
1485	1
1484	1
1483	1
1482	1
1205	2
1204	2
975	3
1206	3
1020	4
1019	4
1021	4
1018	4
1069	-1
1067	5
1068	5
974	-1
1156	6
1237	6
1157	6
922	-1
928	7
916	7
920	7
914	7
921	7
961	7
968	7
1111	7
1153	-1
1151	8
1152	8
930	-1
937	9
972	9
966	10
1150	10
964	10
913	10
965	10
934	10
918	10
919	10
917	10
915	10
1182	11
967	11
969	11
933	-1
927	12
932	12
924	12
926	12
925	12
963	12
962	12
1293	13
1292	13
1295	13
1422	13
1288	13
1345	13
1339	13
1418	13
1347	13
1332	13
1343	13
1344	13
1331	13
1336	13
1369	13
1372	13
1370	13
1346	13
1294	13
1291	13
1285	13
1289	13
1368	13
1284	13
1287	13
1342	13
1286	13
1371	13
1419	13
1340	13
1335	13
1421	13
1348	13
1338	13
1341	13
1420	13
1337	13
1290	13
1272	14
1233	14
1221	14
1334	15
1377	15
1385	15
1220	15
1376	-1
1463	-1
1392	16
1404	16
1401	16
1402	16
1398	16
1396	16
1390	16
1397	16
1393	16
1395	16
1320	16
1394	16
1399	16
1384	16
1314	16
1403	16
1405	16
1382	16
1400	16
1387	-1
1389	-1
1275	17
1274	17
1183	-1
1103	18
1105	18
1104	18
1106	18
1107	18
1125	19
1044	19
1109	20
1278	20
1049	20
1041	20
1415	-1
1210	21
1207	21
1186	21
1209	21
1208	21
1279	21
1187	21
1189	21
1188	21
1238	-1
1413	-1
1124	22
1350	22
1351	22
1190	23
1196	23
1192	23
1195	23
1194	23
1193	23
1202	23
1200	23
1197	23
1198	23
1199	23
1173	24
1127	24
1131	24
1175	24
1191	24
1139	24
1180	24
1134	24
1146	24
1145	24
1326	24
1138	25
1137	25
1118	25
1132	25
1179	25
1149	25
1176	25
1144	25
1147	25
1126	25
1133	25
1142	25
1143	25
1174	25
1129	25
1177	26
1201	26
1181	26
1148	26
1276	26
1271	26
1277	26
1135	27
1130	27
1412	27
1140	27
1141	27
1178	27
1136	27
1114	28
1113	28
1117	28
1120	28
1321	28
1112	28
1115	28
1116	28
1122	28
1121	28
1123	28
1184	28
1270	29
1172	29
1224	29
1223	29
1226	29
1222	29
1225	29
1319	30
1281	30
1414	-1
1048	-1
1119	-1
1043	31
1282	31
1046	31
1045	31
1047	31
1108	32
1229	32
1333	32
1128	32
1042	32
1329	33
1328	33
1327	33
1307	34
1298	34
1302	34
1303	34
1300	34
1297	34
1299	34
1301	34
1309	34
1310	34
1308	34
1306	34
1305	34
1312	34
1311	34
1313	34
1304	34
1452	35
1462	35
1453	35
1455	35
1461	35
1457	35
1460	35
1456	35
1458	35
1447	36
1448	36
1459	36
1449	36
1450	36
1454	36
1451	36
1440	37
1442	37
1438	37
1437	37
1439	37
1441	37
1435	37
1436	37
1444	38
1446	38
1443	38
1445	38
1425	-1
1323	39
1379	39
1325	39
1381	39
1324	39
1322	39
1380	39
1215	40
1217	40
1216	41
1213	41
1214	41
1330	-1
1283	42
1280	42
1424	-1
1423	-1
1375	43
1374	43
929	-1
1391	-1
1378	-1
942	44
943	44
946	45
945	45
944	45
1218	46
1219	46
869	47
813	47
858	47
871	47
868	47
732	48
731	48
734	48
735	48
730	48
733	48
283	49
644	49
174	49
499	49
494	49
642	49
849	49
650	49
652	49
655	49
300	49
632	49
535	49
534	49
606	49
586	49
502	49
161	49
360	49
641	49
647	49
649	49
376	49
500	49
810	49
24	49
28	49
493	49
505	49
651	49
750	49
30	49
497	49
504	49
183	49
492	49
876	50
169	50
613	50
501	50
880	50
936	50
896	50
812	51
748	51
910	51
892	51
848	51
514	51
853	51
498	51
289	51
851	51
173	51
852	51
854	51
640	51
353	52
699	52
704	52
185	52
850	52
645	52
639	52
638	52
623	52
625	52
630	52
627	52
657	52
634	52
626	52
658	52
628	52
624	52
635	52
711	53
738	53
602	53
695	53
701	53
713	53
749	53
752	53
710	53
705	54
522	54
507	54
533	55
530	55
702	55
751	55
686	55
684	55
703	55
668	55
683	55
692	55
693	55
676	55
680	55
681	55
685	55
675	55
678	55
694	55
682	55
696	55
672	55
673	55
674	55
688	55
524	55
700	55
531	55
697	55
687	55
529	55
677	55
521	56
811	56
679	56
698	56
591	56
593	56
863	56
592	56
598	56
671	56
689	56
670	56
669	56
528	56
523	56
526	56
527	56
706	56
168	57
643	57
512	57
875	57
654	57
629	57
633	57
653	57
429	57
368	57
874	57
636	57
275	57
191	57
878	57
877	57
631	57
637	57
503	57
164	57
585	57
496	57
495	57
322	58
596	58
736	58
583	58
603	58
712	58
605	58
597	58
600	58
604	58
594	58
714	58
205	58
218	58
198	58
739	58
599	58
537	58
536	58
589	58
525	58
715	58
707	58
601	58
430	58
588	58
620	59
622	59
282	59
532	60
618	60
519	60
510	60
617	60
118	60
737	60
885	60
646	60
691	60
690	60
211	60
656	60
727	60
900	60
508	60
506	60
196	60
517	60
897	60
595	60
648	60
190	60
344	61
425	61
424	61
179	62
515	62
518	62
392	63
390	63
396	63
757	63
217	63
389	63
210	63
395	64
393	64
539	64
391	64
660	-1
29	65
513	65
102	66
308	66
361	66
358	66
431	66
62	66
659	66
17	66
37	66
367	66
307	66
540	66
45	66
19	66
103	66
36	66
54	66
89	66
394	66
262	66
7	66
0	66
31	66
6	66
112	66
119	66
163	66
171	66
13	66
78	66
266	66
261	66
162	66
82	66
73	66
3	66
265	66
170	66
267	66
269	66
158	66
264	66
258	66
259	66
260	66
204	66
121	66
268	66
270	66
722	67
729	67
172	67
79	67
814	67
384	67
195	67
220	67
182	67
280	67
328	67
279	67
286	67
16	67
309	67
281	67
587	67
285	67
284	67
295	67
294	67
11	67
10	67
8	67
754	67
15	67
39	68
758	68
51	68
52	68
67	68
68	68
153	68
130	68
81	68
374	68
114	68
362	68
441	68
278	68
175	68
313	68
9	68
86	68
274	68
55	68
83	68
137	68
94	68
291	68
12	68
380	69
741	69
133	69
113	69
156	69
154	69
709	69
144	69
611	69
581	69
808	69
541	69
132	69
271	69
316	69
110	69
318	69
146	69
32	69
178	69
147	69
109	69
126	69
108	69
111	69
311	69
614	69
22	69
222	69
42	69
49	69
105	69
115	69
135	69
580	69
23	69
18	69
58	69
53	69
141	69
160	69
226	69
238	69
306	69
46	69
145	69
192	70
364	70
365	70
366	70
615	70
90	70
71	70
330	70
401	70
433	70
432	70
181	70
125	70
245	70
139	70
84	70
236	71
249	71
511	71
203	71
304	71
20	71
248	71
1	71
184	71
124	71
180	71
382	71
235	71
120	71
383	71
229	71
2	71
227	71
255	71
326	71
230	71
21	71
232	71
186	71
5	71
350	71
33	71
233	71
381	71
150	71
542	71
151	71
242	71
201	71
225	71
69	71
142	71
26	71
40	71
48	71
99	71
276	71
107	71
331	71
612	71
325	71
97	71
140	71
93	71
240	71
128	71
98	71
87	71
334	71
263	71
72	71
215	71
66	71
343	71
25	71
257	71
117	71
241	71
127	71
131	71
34	71
136	71
59	71
440	71
88	71
63	71
61	71
317	71
41	71
38	71
116	71
538	71
379	71
616	71
351	71
106	71
312	71
520	71
74	71
223	71
101	71
293	71
44	71
27	71
122	71
435	71
228	71
234	71
221	71
341	71
256	71
338	71
237	71
354	71
96	71
60	71
85	71
64	71
65	71
129	71
100	71
75	71
138	71
123	71
152	71
582	71
92	71
231	71
426	71
224	71
740	71
4	71
323	71
243	71
91	71
76	71
43	71
434	71
579	71
70	71
80	71
95	71
200	71
143	71
149	71
303	71
297	71
148	71
134	71
296	71
319	71
292	71
315	71
214	-1
931	72
1316	72
1315	72
923	-1
342	-1
756	73
216	73
363	73
846	73
253	73
155	73
77	74
728	74
855	74
818	74
840	74
753	74
371	74
165	74
369	74
388	74
725	74
254	74
491	74
480	75
719	75
666	75
487	75
726	76
842	76
166	76
879	76
352	76
607	76
843	76
844	76
857	76
744	76
176	77
327	77
663	77
664	77
661	77
14	78
817	78
621	78
882	78
397	78
820	78
159	78
708	78
890	78
272	78
816	78
803	78
348	78
619	78
509	78
891	78
815	78
723	78
724	78
746	78
718	78
335	78
819	78
743	78
206	78
482	78
805	78
745	78
345	78
761	78
333	78
336	78
332	78
486	78
400	78
742	78
56	78
57	78
157	78
50	78
484	78
841	78
479	78
347	78
349	78
483	78
847	78
609	78
667	78
721	78
590	78
427	78
665	78
398	78
399	78
862	78
485	78
608	78
478	78
287	78
801	78
610	78
806	78
886	79
451	79
569	80
774	80
277	80
787	80
887	80
866	80
832	80
836	80
884	80
782	80
574	80
548	80
551	80
772	80
546	80
764	80
788	80
314	80
766	80
768	80
867	80
552	80
310	80
571	80
564	80
860	80
575	80
786	80
554	80
547	80
475	80
770	80
550	80
549	80
545	80
193	80
790	80
941	80
872	80
321	80
861	80
378	80
780	80
873	80
894	80
543	80
377	80
516	80
769	80
572	80
422	80
555	80
577	80
559	80
767	80
773	80
771	80
779	80
558	80
556	80
777	80
776	80
765	80
567	80
188	80
557	80
544	80
573	80
476	80
219	80
783	80
320	80
298	80
794	80
299	80
778	80
796	80
212	80
785	80
792	80
791	80
793	80
795	80
784	80
775	80
763	80
209	80
781	80
208	80
439	81
464	81
402	81
