SequenceName	ClusterNumber
1486	-1
1487	-1
1485	1
1484	1
1483	1
1482	1
977	-1
976	-1
975	-1
1206	-1
1205	2
1204	2
1020	3
1019	3
1021	3
1018	3
1067	-1
1068	-1
1069	-1
1156	-1
1237	4
1157	4
974	-1
968	-1
1111	-1
922	-1
928	5
916	5
920	5
914	5
921	5
961	5
913	-1
918	6
919	6
917	6
915	6
966	7
964	7
965	7
934	7
1150	-1
1153	-1
1151	8
1152	8
930	-1
937	9
972	9
967	-1
969	-1
1182	-1
929	-1
927	-1
932	10
924	10
926	10
925	10
963	10
962	10
933	-1
1288	-1
1339	11
1347	11
1346	11
1289	11
1284	11
1342	11
1419	11
1340	11
1335	11
1421	11
1348	11
1338	11
1341	11
1420	11
1337	11
1290	11
1369	12
1372	12
1370	13
1285	13
1368	13
1287	13
1286	13
1371	13
1418	14
1332	14
1343	14
1344	14
1331	14
1336	14
1294	14
1291	14
1422	15
1345	15
1293	16
1292	16
1295	16
1385	-1
1220	-1
1272	17
1233	17
1221	17
1334	18
1377	18
1376	-1
1320	-1
1384	19
1314	19
1402	-1
1390	20
1397	20
1393	20
1395	20
1394	20
1399	20
1403	20
1405	20
1382	20
1400	20
1463	-1
1392	21
1404	21
1401	21
1398	21
1396	21
1387	-1
1105	-1
1104	22
1106	22
1107	22
1103	-1
1389	-1
1275	23
1274	23
1183	-1
1109	-1
1278	24
1049	24
1041	24
1125	25
1044	25
1319	26
1281	26
1207	-1
1209	27
1279	27
1187	27
1186	-1
1208	28
1189	28
1188	28
1210	-1
1415	-1
1413	-1
1238	-1
1177	-1
1148	29
1276	29
1271	29
1277	29
1201	30
1181	30
1195	-1
1202	31
1200	31
1197	31
1198	31
1199	31
1192	-1
1194	32
1193	32
1190	-1
1196	-1
1124	33
1350	33
1351	33
1412	-1
1178	34
1136	34
1175	-1
1191	-1
1173	-1
1139	35
1180	35
1131	-1
1145	36
1326	36
1142	37
1143	37
1174	38
1129	38
1179	-1
1126	39
1133	39
1132	-1
1149	40
1176	40
1144	40
1147	40
1127	41
1134	41
1146	41
1138	42
1137	42
1118	42
1130	-1
1140	43
1141	43
1117	44
1120	44
1116	44
1122	44
1321	45
1112	45
1115	45
1121	45
1123	45
1184	45
1135	-1
1114	46
1113	46
1172	-1
1224	47
1223	47
1226	47
1222	47
1225	47
1270	-1
1414	-1
1048	-1
1119	-1
1046	-1
1045	48
1047	48
1043	-1
1282	-1
1333	-1
1128	49
1042	49
1108	-1
1229	-1
1308	-1
1306	-1
1310	50
1311	50
1313	50
1304	50
1309	51
1305	51
1312	51
1307	-1
1298	52
1302	52
1303	52
1300	52
1297	52
1299	52
1301	52
1329	53
1328	53
1327	53
1462	54
1455	54
1461	54
1453	55
1457	55
1460	55
1456	55
1458	55
1447	-1
1448	56
1459	56
1449	56
1450	56
1454	56
1451	56
1452	-1
1444	57
1446	57
1443	57
1445	57
1440	58
1442	58
1438	58
1437	58
1439	58
1441	58
1435	58
1436	58
1379	59
1381	59
1324	59
1325	60
1322	60
1380	60
1425	-1
1323	-1
1216	-1
1213	61
1214	61
1215	62
1217	62
1283	-1
1280	-1
1330	-1
1424	-1
1423	-1
1375	63
1374	63
1361	-1
1363	64
1357	64
1353	64
1352	64
1366	64
1358	65
1362	65
1359	65
1364	65
1365	65
1354	65
1360	66
1367	66
1355	66
1356	66
1391	-1
1378	-1
1218	-1
1219	-1
946	-1
945	67
944	67
942	68
943	68
940	-1
747	-1
716	-1
908	69
909	69
584	69
481	69
189	69
488	69
800	69
799	69
620	-1
622	70
282	70
211	71
656	71
727	71
900	71
508	71
506	71
196	71
517	71
897	71
595	71
648	71
190	71
885	72
646	72
892	-1
848	73
514	73
853	73
498	73
289	73
851	73
173	73
852	73
854	73
640	73
812	-1
748	74
910	74
500	75
810	75
24	75
28	75
502	76
750	76
30	76
497	76
504	76
494	77
300	77
161	77
360	77
641	77
647	77
493	77
505	77
651	77
183	77
492	77
650	78
652	78
655	78
632	78
535	78
499	79
642	79
849	79
534	79
606	79
586	79
649	79
376	79
644	80
174	80
936	-1
896	-1
869	81
871	81
868	81
813	82
858	82
730	-1
733	-1
732	83
731	83
734	83
735	83
501	84
880	84
169	-1
613	-1
630	-1
627	-1
645	85
625	85
626	85
658	85
628	85
624	85
635	85
639	86
638	86
623	86
657	86
634	86
353	-1
185	87
850	87
283	88
876	88
699	89
704	89
636	90
878	90
877	90
631	91
637	91
503	91
164	91
585	91
496	91
495	91
512	92
654	92
629	92
633	92
653	92
429	92
275	92
191	92
875	93
368	93
874	93
168	94
643	94
693	95
676	95
685	95
675	95
672	95
673	95
674	95
688	95
524	95
700	95
531	95
697	95
687	95
529	95
677	95
680	96
681	96
678	96
694	96
682	96
696	96
530	-1
686	97
684	97
703	97
668	97
683	97
692	97
701	98
713	98
749	98
752	98
710	98
602	99
695	99
705	-1
522	100
507	100
679	-1
698	101
591	101
811	-1
593	102
863	102
592	102
598	102
671	102
689	102
670	102
669	102
528	102
523	102
526	102
527	102
706	102
736	103
583	103
603	103
712	103
605	103
604	103
594	103
596	104
597	104
600	104
714	104
205	104
218	104
198	104
739	104
599	104
537	104
536	104
589	104
525	104
715	104
707	104
601	104
430	104
588	104
322	105
521	105
533	105
702	105
751	105
711	105
738	105
519	106
510	106
532	107
618	107
617	107
118	107
737	107
691	107
690	107
179	-1
515	108
518	108
344	109
425	109
424	109
720	-1
251	110
187	110
244	110
273	110
339	110
662	110
370	110
340	110
337	110
252	110
346	110
330	111
401	111
433	112
432	112
181	112
125	112
245	112
139	112
84	112
192	-1
364	113
365	113
366	113
615	113
90	113
71	113
383	114
233	114
381	114
201	114
225	114
69	114
142	114
229	115
232	115
186	115
757	-1
217	-1
392	116
390	116
396	116
389	116
210	116
395	117
393	117
539	117
391	117
265	118
170	118
267	119
269	119
158	119
204	119
121	119
268	119
270	119
266	120
261	120
162	121
3	121
264	121
258	121
259	121
260	121
171	122
13	122
78	122
262	123
7	123
45	124
54	124
89	124
0	124
31	124
6	124
112	124
19	125
394	125
119	125
163	125
82	125
73	125
660	-1
29	126
513	126
384	-1
280	127
279	127
281	127
587	127
285	127
284	127
295	127
294	127
195	128
220	128
182	129
328	129
286	129
16	129
309	129
11	129
10	129
8	129
754	129
15	129
729	130
172	130
79	130
814	130
722	-1
99	131
257	131
38	131
44	131
27	131
276	132
107	132
130	133
81	133
114	134
362	134
441	134
86	134
137	134
94	134
39	-1
758	135
51	135
741	136
133	136
611	136
581	136
110	136
109	136
126	136
108	136
111	136
311	136
105	136
115	136
113	137
156	137
808	137
541	137
132	137
318	137
614	137
135	137
580	137
23	138
18	138
160	139
226	139
238	139
306	139
22	140
222	140
42	141
49	141
58	141
53	141
141	141
46	141
145	141
380	142
154	142
271	142
316	142
709	143
144	143
146	143
32	143
178	143
147	143
255	144
5	144
150	144
542	144
26	144
40	144
48	144
102	144
343	144
25	144
308	144
361	144
358	144
431	144
62	144
659	144
17	144
37	144
367	144
307	144
540	144
103	144
36	144
124	145
52	145
67	145
68	145
153	145
374	145
278	145
175	145
313	145
9	145
274	145
55	145
83	145
291	145
12	145
240	146
538	146
379	146
616	146
435	146
582	146
434	146
579	146
131	147
34	147
136	147
228	147
234	147
92	147
231	147
426	147
70	147
143	147
149	147
148	147
134	147
128	148
59	148
221	148
341	148
224	148
740	148
4	148
323	148
440	149
351	149
106	149
312	149
520	149
256	149
338	149
237	149
354	149
74	150
64	150
91	150
76	150
223	151
65	151
129	151
350	152
151	152
242	152
331	152
612	152
325	152
97	152
140	152
93	152
117	152
241	152
127	152
116	152
122	152
123	152
152	152
98	153
87	153
334	153
263	153
72	153
88	153
63	153
61	153
96	153
60	153
85	153
243	153
80	153
95	153
200	-1
303	154
297	154
296	154
319	154
292	154
315	154
317	155
101	155
100	155
75	155
41	156
293	156
138	156
43	156
33	-1
215	157
66	157
382	158
235	158
120	159
230	159
21	159
214	-1
931	160
1316	160
1315	160
846	161
253	161
155	-1
923	-1
342	-1
756	-1
216	162
363	162
165	-1
369	-1
329	-1
759	163
239	163
386	163
809	163
387	163
236	164
249	164
511	164
203	164
304	164
20	164
248	164
1	164
184	164
180	164
2	164
227	164
326	164
77	165
728	165
855	165
818	165
840	165
753	165
371	165
388	165
725	165
254	165
491	165
663	-1
664	166
661	166
882	-1
890	167
272	167
816	167
891	167
815	167
345	168
484	168
841	168
479	168
347	168
349	168
721	168
590	168
335	169
761	169
333	169
819	170
336	170
332	170
486	171
483	171
847	171
609	171
667	171
427	171
665	171
398	171
399	171
862	171
485	171
608	171
478	171
287	171
801	171
610	171
806	171
480	-1
719	172
666	172
487	172
607	-1
857	173
744	173
726	174
842	174
166	174
879	174
352	174
843	174
844	174
159	175
803	175
723	175
743	175
400	175
742	175
397	176
348	176
724	176
746	176
718	176
206	176
482	176
805	176
745	176
56	176
57	176
157	176
50	176
817	-1
14	177
621	177
820	177
708	177
619	177
509	177
104	178
762	178
324	178
250	178
247	178
176	179
327	179
490	-1
202	180
797	180
899	180
804	180
177	180
807	180
802	180
798	180
898	180
902	180
421	181
199	181
