SequenceName	ClusterNumber
1485	1
1484	1
1483	1
1482	1
1486	2
1487	2
1205	3
1204	3
975	4
1206	4
1020	5
1019	5
1021	5
1018	5
1069	6
1067	6
1068	6
977	7
976	7
974	8
1156	8
1237	8
1157	8
966	9
1150	9
964	9
913	9
965	9
934	9
918	9
919	9
922	9
917	9
915	9
928	9
916	9
920	9
914	9
921	9
961	9
968	9
1111	9
1182	10
1153	10
930	10
967	10
969	10
1151	10
1152	10
937	10
972	10
933	11
927	11
932	11
924	11
926	11
925	11
963	11
962	11
1293	12
1292	12
1295	12
1422	12
1288	12
1345	12
1339	12
1418	12
1347	12
1332	12
1343	12
1344	12
1331	12
1336	12
1369	12
1372	12
1370	12
1346	12
1294	12
1291	12
1285	12
1289	12
1368	12
1284	12
1287	12
1342	12
1286	12
1371	12
1419	12
1340	12
1335	12
1421	12
1348	12
1338	12
1341	12
1420	12
1337	12
1290	12
1376	-1
1272	13
1334	13
1233	13
1221	13
1377	13
1385	13
1220	13
1463	-1
1392	14
1404	14
1401	14
1402	14
1398	14
1396	14
1390	14
1397	14
1393	14
1395	14
1320	14
1394	14
1399	14
1384	14
1314	14
1403	14
1405	14
1382	14
1400	14
1183	15
1103	15
1389	15
1105	15
1275	15
1274	15
1104	15
1106	15
1107	15
1125	16
1044	16
1109	16
1278	16
1049	16
1041	16
1319	17
1281	17
1238	18
1413	18
1415	18
1210	18
1207	18
1186	18
1209	18
1208	18
1279	18
1187	18
1189	18
1188	18
1177	19
1201	19
1181	19
1124	19
1190	19
1148	19
1350	19
1351	19
1196	19
1276	19
1192	19
1271	19
1277	19
1195	19
1194	19
1193	19
1202	19
1200	19
1197	19
1198	19
1199	19
1135	20
1130	20
1412	20
1140	20
1141	20
1178	20
1136	20
1138	20
1173	20
1137	20
1127	20
1131	20
1118	20
1175	20
1191	20
1139	20
1180	20
1134	20
1146	20
1145	20
1326	20
1132	20
1179	20
1149	20
1176	20
1144	20
1147	20
1126	20
1133	20
1142	20
1143	20
1174	20
1129	20
1414	-1
1270	21
1172	21
1114	21
1113	21
1224	21
1117	21
1223	21
1120	21
1321	21
1112	21
1115	21
1226	21
1116	21
1122	21
1121	21
1222	21
1225	21
1123	21
1184	21
1048	22
1119	22
1043	23
1282	23
1046	23
1045	23
1047	23
1329	24
1328	24
1327	24
1307	25
1298	25
1302	25
1303	25
1300	25
1297	25
1299	25
1301	25
1309	25
1310	25
1308	25
1306	25
1305	25
1312	25
1311	25
1313	25
1304	25
1440	26
1442	26
1438	26
1437	26
1439	26
1441	26
1435	26
1436	26
1444	27
1446	27
1452	27
1447	27
1443	27
1445	27
1462	27
1453	27
1448	27
1459	27
1449	27
1455	27
1461	27
1457	27
1450	27
1460	27
1454	27
1451	27
1456	27
1458	27
1425	-1
1323	28
1379	28
1325	28
1381	28
1324	28
1322	28
1380	28
1424	-1
1423	-1
1330	29
1283	29
1280	29
1375	30
1374	30
1108	31
1229	31
1333	31
1128	31
1042	31
1215	32
1217	32
1216	32
1213	32
1214	32
929	-1
1387	-1
1218	33
1219	33
942	34
943	34
946	34
945	34
944	34
812	35
748	35
910	35
283	35
876	35
892	35
169	35
848	35
644	35
174	35
613	35
499	35
514	35
853	35
494	35
501	35
880	35
498	35
289	35
851	35
642	35
849	35
650	35
652	35
655	35
936	35
896	35
300	35
632	35
535	35
173	35
852	35
854	35
640	35
534	35
606	35
586	35
502	35
161	35
360	35
641	35
647	35
869	35
813	35
858	35
732	35
731	35
649	35
376	35
500	35
810	35
24	35
28	35
493	35
505	35
651	35
871	35
868	35
734	35
735	35
730	35
733	35
750	35
30	35
497	35
504	35
183	35
492	35
353	36
699	36
704	36
185	36
850	36
645	36
639	36
638	36
623	36
625	36
630	36
627	36
657	36
634	36
626	36
658	36
628	36
624	36
635	36
102	37
45	37
19	37
54	37
89	37
394	37
262	37
7	37
0	37
31	37
6	37
112	37
119	37
392	37
390	37
395	37
393	37
539	37
391	37
163	37
171	37
13	37
78	37
266	37
261	37
162	37
396	37
757	37
217	37
82	37
73	37
3	37
389	37
210	37
265	37
170	37
267	37
269	37
158	37
264	37
258	37
259	37
260	37
204	37
121	37
268	37
270	37
37	38
367	38
103	38
36	38
660	38
29	38
513	38
846	39
253	39
155	39
214	39
931	39
1316	39
1315	39
923	40
342	40
720	41
251	41
104	41
762	41
324	41
187	41
244	41
192	41
329	41
250	41
247	41
273	41
339	41
236	41
759	41
662	41
370	41
364	41
249	41
511	41
756	41
216	41
363	41
77	41
239	41
340	41
337	41
252	41
346	41
365	41
366	41
615	41
203	41
304	41
20	41
728	41
855	41
818	41
840	41
753	41
386	41
90	41
71	41
330	41
401	41
248	41
1	41
809	41
387	41
433	41
432	41
181	41
184	41
124	41
180	41
382	41
235	41
120	41
371	41
125	41
383	41
229	41
2	41
227	41
255	41
326	41
230	41
21	41
165	41
369	41
388	41
725	41
254	41
491	41
245	41
232	41
186	41
5	41
350	41
33	41
139	41
84	41
233	41
381	41
150	41
542	41
151	41
242	41
201	41
225	41
69	41
142	41
722	41
26	41
40	41
48	41
99	41
276	41
107	41
39	41
758	41
51	41
52	41
67	41
380	41
331	41
612	41
325	41
97	41
140	41
93	41
240	41
128	41
98	41
87	41
334	41
263	41
72	41
215	41
66	41
729	41
172	41
343	41
25	41
257	41
68	41
153	41
741	41
133	41
113	41
156	41
154	41
709	41
144	41
117	41
241	41
127	41
131	41
34	41
136	41
59	41
440	41
88	41
63	41
61	41
317	41
41	41
308	41
361	41
358	41
431	41
62	41
659	41
17	41
79	41
814	41
384	41
195	41
220	41
182	41
38	41
130	41
81	41
374	41
611	41
581	41
808	41
541	41
132	41
271	41
316	41
116	41
538	41
379	41
616	41
351	41
106	41
312	41
520	41
74	41
223	41
101	41
293	41
307	41
540	41
280	41
328	41
44	41
27	41
114	41
362	41
441	41
278	41
175	41
313	41
9	41
110	41
318	41
146	41
32	41
178	41
147	41
122	41
435	41
228	41
234	41
221	41
341	41
256	41
338	41
237	41
354	41
96	41
60	41
85	41
64	41
65	41
129	41
100	41
75	41
138	41
279	41
86	41
274	41
55	41
83	41
109	41
126	41
108	41
111	41
311	41
614	41
22	41
222	41
42	41
49	41
123	41
152	41
582	41
92	41
231	41
426	41
224	41
740	41
4	41
323	41
243	41
91	41
76	41
43	41
286	41
16	41
309	41
137	41
94	41
291	41
12	41
105	41
115	41
135	41
580	41
23	41
18	41
58	41
53	41
141	41
434	41
579	41
70	41
80	41
95	41
200	41
281	41
587	41
160	41
226	41
238	41
306	41
46	41
145	41
143	41
285	41
284	41
295	41
294	41
11	41
10	41
8	41
149	41
303	41
297	41
754	41
15	41
148	41
134	41
296	41
319	41
292	41
315	41
176	42
327	42
14	42
663	42
817	42
621	42
664	42
661	42
882	42
397	42
820	42
159	42
708	42
890	42
272	42
816	42
803	42
348	42
619	42
509	42
891	42
815	42
723	42
480	42
726	42
724	42
746	42
718	42
335	42
819	42
743	42
719	42
842	42
206	42
482	42
805	42
745	42
345	42
761	42
333	42
336	42
332	42
486	42
400	42
742	42
666	42
487	42
56	42
57	42
157	42
50	42
484	42
841	42
479	42
347	42
349	42
483	42
847	42
609	42
667	42
166	42
721	42
590	42
427	42
665	42
879	42
352	42
607	42
843	42
844	42
398	42
399	42
862	42
857	42
744	42
485	42
608	42
478	42
287	42
801	42
610	42
806	42
490	43
202	43
797	43
899	43
804	43
177	43
807	43
802	43
798	43
898	43
902	43
865	44
477	44
859	44
385	44
246	44
489	44
167	44
565	44
471	44
448	44
410	44
474	44
789	44
407	44
423	44
357	44
463	44
455	44
301	44
883	44
420	44
864	44
428	44
561	44
468	44
453	44
194	44
469	44
421	44
199	44
465	44
408	44
406	44
553	44
305	44
845	44
837	44
568	44
437	44
438	44
35	44
359	44
473	44
416	44
302	44
576	44
566	44
412	44
760	44
833	44
413	44
881	44
458	44
460	44
456	44
466	44
457	44
454	44
562	44
436	44
472	44
444	44
439	44
828	44
414	44
459	44
404	44
825	44
838	44
403	44
464	44
402	44
578	44
452	44
411	44
470	44
563	44
446	44
467	44
462	44
409	44
570	44
461	44
415	44
856	44
417	44
418	44
405	44
829	44
197	44
560	44
935	44
442	44
443	44
290	44
419	44
447	44
911	44
888	44
839	44
213	44
355	44
826	44
450	44
903	44
356	44
375	44
373	44
207	44
372	44
901	44
445	44
834	44
827	44
904	44
889	44
830	44
821	44
822	44
1416	44
906	44
907	44
886	44
451	44
831	44
823	44
893	44
835	44
824	44
905	44
912	44
569	44
774	44
277	44
787	44
887	44
866	44
832	44
836	44
884	44
782	44
574	44
548	44
551	44
772	44
546	44
764	44
788	44
314	44
766	44
768	44
867	44
552	44
310	44
571	44
564	44
860	44
575	44
786	44
554	44
547	44
475	44
770	44
550	44
549	44
545	44
193	44
790	44
941	44
872	44
321	44
861	44
378	44
780	44
873	44
894	44
543	44
377	44
516	44
769	44
572	44
422	44
555	44
577	44
559	44
767	44
773	44
771	44
779	44
558	44
556	44
777	44
776	44
765	44
567	44
188	44
557	44
544	44
573	44
476	44
219	44
783	44
320	44
298	44
794	44
299	44
778	44
796	44
212	44
785	44
792	44
791	44
793	44
795	44
784	44
775	44
763	44
209	44
781	44
208	44
870	45
344	45
179	45
425	45
424	45
515	45
518	45
449	46
47	46
939	46
973	46
938	46
1391	47
1378	47
716	48
717	48
940	48
747	48
620	48
908	48
909	48
584	48
622	48
282	48
532	48
618	48
519	48
510	48
481	48
189	48
488	48
617	48
800	48
799	48
118	48
737	48
885	48
646	48
168	48
643	48
322	48
691	48
690	48
521	48
211	48
656	48
727	48
900	48
508	48
512	48
875	48
533	48
811	48
596	48
506	48
196	48
517	48
897	48
595	48
654	48
629	48
633	48
653	48
429	48
368	48
874	48
636	48
530	48
702	48
751	48
736	48
583	48
648	48
190	48
275	48
191	48
878	48
877	48
631	48
637	48
686	48
705	48
679	48
603	48
712	48
605	48
597	48
600	48
503	48
164	48
585	48
711	48
738	48
522	48
507	48
698	48
591	48
593	48
863	48
592	48
604	48
594	48
714	48
205	48
496	48
495	48
602	48
695	48
218	48
198	48
684	48
703	48
668	48
